"r_id","itemset"
1933,"Mystery"
1934,"Crime"
1934,"Mystery"
1935,"Fantasy"
1935,"Mystery"
1936,"Mystery"
1937,"Horror"
1937,"Sci-Fi"
1938,"Crime"
1938,"Mystery"
1939,"Biography"
1939,"Music"
1943,"Crime"
1944,"Romance"
1945,"Romance"
1946,"Romance"
1947,"Romance"
1948,"Comedy"
1948,"Romance"
1949,"Comedy"
1949,"Romance"
1950,"Comedy"
1950,"Romance"
1951,"Comedy"
1951,"Romance"
1952,"Fantasy"
1952,"Mystery"
1953,"Fantasy"
1953,"Horror"
1954,"Fantasy"
1954,"Horror"
1955,"Fantasy"
1955,"Horror"
1956,"Fantasy"
1956,"Horror"
1957,"Fantasy"
1957,"Horror"
1958,"Adventure"
1958,"Comedy"
1959,"Fantasy"
1959,"Horror"
1960,"Fantasy"
1960,"Horror"
1961,"Fantasy"
1961,"Horror"
1962,"Fantasy"
1962,"Horror"
1963,"Fantasy"
1963,"Horror"
1964,"Fantasy"
1964,"Horror"
1965,"Fantasy"
1965,"Horror"
1967,"Action"
1967,"Adventure"
1970,"History"
1970,"Romance"
1971,"Crime"
1972,"Action"
1972,"Crime"
1973,"Mystery"
1973,"Sci-Fi"
1974,"Action"
1974,"Horror"
1975,"Comedy"
1975,"Musical"
1976,"Comedy"
1976,"Musical"
1979,"Adventure"
1979,"History"
1982,"Fantasy"
1982,"Horror"
1983,"Fantasy"
1983,"Horror"
1984,"Fantasy"
1984,"Horror"
1985,"Comedy"
1985,"Crime"
1989,"Fantasy"
1989,"Horror"
1990,"Comedy"
1990,"Family"
1991,"Crime"
1991,"Thriller"
1992,"Crime"
1992,"Thriller"
1993,"Crime"
1993,"Thriller"
1994,"Crime"
1994,"Thriller"
1995,"Crime"
1995,"Thriller"
1996,"Crime"
1996,"Thriller"
1997,"Crime"
1997,"Thriller"
1998,"Fantasy"
1998,"Horror"
1999,"Crime"
1999,"Mystery"
2000,"Crime"
2000,"Mystery"
2002,"Western"
2003,"Crime"
2004,"Crime"
2005,"Crime"
2006,"Crime"
2007,"Crime"
2008,"Crime"
2009,"Crime"
2009,"Documentary"
2010,"Adventure"
2010,"Fantasy"
2011,"Horror"
2011,"Thriller"
2012,"Horror"
2012,"Thriller"
2013,"Horror"
2013,"Thriller"
2014,"Horror"
2014,"Thriller"
2015,"Crime"
2015,"Thriller"
2016,"Adventure"
2016,"History"
2017,"Action"
2017,"Sci-Fi"
2018,"Action"
2018,"Thriller"
2019,"Action"
2019,"Thriller"
2020,"Action"
2020,"Thriller"
2021,"Action"
2021,"Thriller"
2022,"Comedy"
2023,"Fantasy"
2023,"Horror"
2024,"Fantasy"
2024,"Horror"
2025,"Fantasy"
2025,"Horror"
2026,"Fantasy"
2026,"Horror"
2027,"Fantasy"
2027,"Horror"
2028,"Fantasy"
2028,"Horror"
2029,"Fantasy"
2029,"Horror"
2030,"Fantasy"
2030,"Horror"
2031,"Horror"
2031,"Sci-Fi"
2032,"Horror"
2032,"Sci-Fi"
2033,"Horror"
2033,"Sci-Fi"
2034,"Horror"
2034,"Sci-Fi"
2035,"Horror"
2035,"Sci-Fi"
2036,"Horror"
2036,"Sci-Fi"
2037,"Horror"
2037,"Sci-Fi"
2038,"Horror"
2038,"Sci-Fi"
2039,"Horror"
2039,"Sci-Fi"
2040,"Horror"
2040,"Sci-Fi"
2041,"Horror"
2041,"Sci-Fi"
2049,"Horror"
2049,"Mystery"
2050,"Horror"
2050,"Mystery"
2052,"History"
2052,"Romance"
2053,"Crime"
2053,"Thriller"
2054,"Crime"
2054,"Thriller"
2055,"Crime"
2055,"Thriller"
2056,"Crime"
2056,"Thriller"
2057,"Crime"
2057,"Thriller"
2058,"Comedy"
2058,"Family"
2059,"Comedy"
2059,"Family"
2060,"Comedy"
2060,"Family"
2061,"Comedy"
2061,"Family"
2062,"Mystery"
2062,"Sci-Fi"
2063,"Mystery"
2063,"Sci-Fi"
2064,"Mystery"
2064,"Sci-Fi"
2065,"Mystery"
2065,"Sci-Fi"
2066,"Mystery"
2066,"Sci-Fi"
2067,"Mystery"
2067,"Sci-Fi"
2068,"Mystery"
2068,"Sci-Fi"
2069,"Mystery"
2069,"Sci-Fi"
2070,"Mystery"
2070,"Sci-Fi"
2071,"Mystery"
2071,"Sci-Fi"
2072,"Mystery"
2072,"Sci-Fi"
2073,"Action"
2073,"Crime"
2074,"Action"
2074,"Crime"
2075,"Crime"
2075,"Mystery"
2076,"Comedy"
2076,"Romance"
2077,"Comedy"
2077,"Romance"
2078,"Comedy"
2078,"Romance"
2079,"Mystery"
2079,"Thriller"
2081,"Action"
2081,"Sci-Fi"
2082,"Sci-Fi"
2083,"Action"
2083,"Adventure"
2084,"Action"
2084,"Adventure"
2086,"Comedy"
2086,"Romance"
2087,"Comedy"
2087,"Romance"
2088,"Action"
2088,"Thriller"
2089,"Action"
2089,"Sci-Fi"
2090,"Action"
2090,"Sci-Fi"
2091,"Action"
2091,"Sci-Fi"
2092,"Action"
2092,"Sci-Fi"
2093,"Mystery"
2093,"Sci-Fi"
2094,"Mystery"
2094,"Sci-Fi"
2095,"Family"
2095,"Fantasy"
2096,"Crime"
2096,"Thriller"
2097,"Action"
2097,"Crime"
2098,"Comedy"
2099,"Comedy"
2100,"Comedy"
2101,"Comedy"
2102,"Music"
2103,"Music"
2104,"Music"
2105,"Music"
2106,"Adventure"
2106,"Fantasy"
2107,"Adventure"
2107,"Fantasy"
2108,"Fantasy"
2108,"Mystery"
2109,"Fantasy"
2109,"Mystery"
2110,"Fantasy"
2110,"Mystery"
2111,"Fantasy"
2111,"Mystery"
2112,"Fantasy"
2112,"Mystery"
2113,"Fantasy"
2113,"Mystery"
2114,"Fantasy"
2114,"Mystery"
2115,"Crime"
2115,"Mystery"
2116,"Crime"
2116,"Mystery"
2117,"Action"
2117,"Crime"
2118,"Action"
2118,"Crime"
2119,"Biography"
2119,"Crime"
2120,"Thriller"
2121,"Crime"
2121,"Mystery"
2122,"Crime"
2122,"Mystery"
2123,"Crime"
2123,"Fantasy"
2124,"Mystery"
2124,"Thriller"
2125,"Action"
2125,"Thriller"
2126,"Action"
2126,"Thriller"
2127,"Action"
2127,"Thriller"
2128,"Comedy"
2128,"Romance"
2129,"Comedy"
2129,"Romance"
2130,"Comedy"
2130,"Romance"
2131,"Comedy"
2131,"Romance"
2135,"Comedy"
2136,"Comedy"
2137,"Comedy"
2138,"Comedy"
2139,"Mystery"
2139,"Sci-Fi"
2140,"Mystery"
2140,"Sci-Fi"
2141,"Mystery"
2141,"Sci-Fi"
2142,"Adventure"
2142,"History"
2143,"Adventure"
2143,"History"
2144,"Crime"
2144,"Mystery"
2145,"Crime"
2145,"Mystery"
2146,"Crime"
2146,"Mystery"
2147,"Crime"
2147,"Mystery"
2148,"Comedy"
2148,"Romance"
2149,"Comedy"
2149,"Romance"
2150,"Comedy"
2150,"Romance"
2151,"Sci-Fi"
2151,"Thriller"
2152,"Sci-Fi"
2152,"Thriller"
2154,"Action"
2154,"Fantasy"
2155,"Action"
2155,"Fantasy"
2157,"Action"
2157,"Crime"
2158,"Crime"
2158,"Mystery"
2159,"Crime"
2159,"Mystery"
2160,"Crime"
2160,"Mystery"
2161,"Comedy"
2161,"Family"
2162,"Comedy"
2162,"Family"
2163,"Comedy"
2163,"Family"
2164,"Comedy"
2164,"Family"
2165,"Action"
2165,"Adventure"
2166,"Action"
2166,"Adventure"
2167,"Action"
2167,"Adventure"
2168,"Action"
2168,"Adventure"
2169,"Action"
2169,"Adventure"
2170,"Music"
2171,"Crime"
2171,"History"
2172,"Adventure"
2172,"Biography"
2173,"History"
2173,"Romance"
2174,"Mystery"
2174,"Sci-Fi"
2175,"Mystery"
2175,"Sci-Fi"
2176,"Mystery"
2176,"Sci-Fi"
2177,"Mystery"
2177,"Sci-Fi"
2178,"Mystery"
2178,"Sci-Fi"
2179,"Mystery"
2179,"Sci-Fi"
2180,"Mystery"
2180,"Sci-Fi"
2181,"Comedy"
2181,"Crime"
2182,"Comedy"
2182,"Crime"
2183,"Comedy"
2183,"Crime"
2184,"Comedy"
2184,"Crime"
2185,"Comedy"
2185,"Crime"
2186,"Comedy"
2186,"Crime"
2187,"Comedy"
2187,"Crime"
2188,"Comedy"
2188,"Crime"
2189,"Crime"
2190,"Crime"
2191,"Crime"
2192,"Crime"
2193,"Crime"
2194,"Mystery"
2194,"Sci-Fi"
2195,"Mystery"
2195,"Sci-Fi"
2202,"Comedy"
2202,"Crime"
2203,"Comedy"
2203,"Crime"
2204,"Comedy"
2204,"Crime"
2205,"Comedy"
2205,"Crime"
2206,"Comedy"
2206,"Crime"
2207,"Comedy"
2207,"Crime"
2208,"Crime"
2209,"Comedy"
2209,"Mystery"
2210,"Comedy"
2210,"Mystery"
2211,"Comedy"
2211,"Mystery"
2212,"Comedy"
2212,"Mystery"
2214,"Comedy"
2215,"Crime"
2215,"Thriller"
2216,"Fantasy"
2217,"Fantasy"
2218,"Crime"
2218,"Mystery"
2219,"Crime"
2219,"Mystery"
2220,"Crime"
2220,"Mystery"
2221,"Crime"
2221,"Mystery"
2222,"Comedy"
2222,"Family"
2223,"Comedy"
2223,"Family"
2224,"Comedy"
2224,"Family"
2225,"Comedy"
2225,"Family"
2226,"Biography"
2226,"History"
2227,"Comedy"
2227,"Fantasy"
2228,"History"
2228,"Romance"
2229,"Action"
2229,"Fantasy"
2230,"Action"
2230,"Fantasy"
2231,"Action"
2231,"Fantasy"
2232,"Action"
2232,"Animation"
2233,"Action"
2233,"Crime"
2234,"Action"
2234,"Adventure"
2235,"Action"
2235,"Adventure"
2236,"Action"
2236,"Adventure"
2237,"Action"
2237,"Adventure"
2238,"Action"
2238,"Adventure"
2239,"Action"
2239,"Adventure"
2240,"Western"
2241,"Crime"
2241,"Thriller"
2242,"Comedy"
2242,"Romance"
2243,"Comedy"
2243,"Romance"
2244,"Comedy"
2244,"Romance"
2245,"Comedy"
2245,"Romance"
2246,"Comedy"
2246,"Romance"
2247,"Comedy"
2247,"Romance"
2248,"Comedy"
2248,"Romance"
2249,"Comedy"
2249,"Romance"
2250,"Animation"
2250,"Music"
2251,"Action"
2251,"Comedy"
2252,"Action"
2252,"Comedy"
2253,"Action"
2253,"Comedy"
2254,"Action"
2254,"Comedy"
2255,"Biography"
2256,"Fantasy"
2256,"Thriller"
2257,"Comedy"
2257,"Family"
2258,"Comedy"
2258,"Family"
2259,"Comedy"
2259,"Family"
2260,"Mystery"
2260,"Sci-Fi"
2261,"Mystery"
2261,"Sci-Fi"
2262,"Mystery"
2262,"Sci-Fi"
2263,"Comedy"
2263,"Crime"
2264,"Comedy"
2264,"Crime"
2265,"Comedy"
2265,"Crime"
2266,"Comedy"
2266,"Crime"
